"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
"NDRG3",13.6324775593333,7.86489089961538,104.953383047552,2.58329503101618e-34,8.28979375453092e-31,51.2730259077617,"NDRG3"
"SRP68",13.1866164286667,7.60766332423077,101.836532325935,5.43918514668467e-34,8.72717256785556e-31,51.1105370089835,"SRP68"
"ACSS1",14.1161742653333,8.14394669153846,78.4085208858149,3.44737120116886e-31,3.68753806151695e-28,49.3452103224481,"ACSS1"
"SYMPK",12.4168303046667,7.163555945,65.0276837856591,3.46411380440231e-29,2.74766786607554e-26,47.6319036893319,"SYMPK"
"CUL3",13.7821933293333,7.95126538230769,64.4705676459781,4.28119019332431e-29,2.74766786607554e-26,47.5431875808734,"CUL3"
"CD248",-14.8672477009091,6.28998941192308,-62.227336293849,1.02333437565509e-28,5.473133352462e-26,47.1685516288546,"CD248"
"ITGA7",-14.2365310045455,6.02314773269231,-56.4639178231262,1.11629676057209e-27,5.11742329239404e-25,46.0610310709318,"ITGA7"
"RUFY1",13.56215321,7.82431915961538,52.4062816086206,6.96703810923822e-27,2.79465316156818e-24,45.1316569759682,"RUFY1"
"IRF6",13.4641517593333,7.76777986115385,42.6966466305642,1.05294805215839e-24,3.75434477708475e-22,42.2265051665479,"IRF6"
"EHD2",-4.08966234048486,14.9781246407692,-15.9317317699908,1.61430152609745e-14,5.18029359724673e-12,23.1070370554077,"EHD2"
"RAE1",13.1085805967879,8.61604338653846,14.4544615292239,1.43279031817287e-13,4.17984011910614e-11,21.0310292173412,"RAE1"
"CAT",-3.15558068448486,15.8787958938462,-14.2332047029274,2.01770201288202e-13,5.34013306714425e-11,20.7030316487636,"CAT"
"FGB",-3.43755963630303,16.4327038411538,-14.1884896954021,2.16334465169446e-13,5.34013306714425e-11,20.6361774695421,"FGB"
"A2M",-3.13406715927273,16.0925378084615,-13.6343014741858,5.2075351370742e-13,1.19364144677651e-10,19.7913916552349,"A2M"
"SEC23IP",12.9693344715152,8.60041968076923,13.5164975923495,6.29913315199304e-13,1.34759455231638e-10,19.6078694707716,"SEC23IP"
"CA2",-3.91508934933334,15.7428670261538,-13.234777798315,9.98162202187424e-13,1.93477518733598e-10,19.1632250052919,"CA2"
"PSPH",13.7672590604242,9.14817715884615,13.2140120894731,1.03291787909365e-12,1.93477518733598e-10,19.1301245277964,"PSPH"
"PHF5A",13.3483036561212,8.88329077153846,13.1840661641078,1.0852587526347e-12,1.93477518733598e-10,19.0823113768588,"PHF5A"
"CAVIN1",-3.40943159848486,15.3291879434615,-13.1151356276559,1.21643591359691e-12,2.05449623512236e-10,18.9718957462615,"CAVIN1"
"ACBD3",12.4063478780606,8.29243130846154,12.9562426263367,1.58517803568615e-12,2.54341815825843e-10,18.7154610055839,"ACBD3"
"CIAPIN1",12.320807649697,8.28689531307692,12.2123758598889,5.66060883410406e-12,8.64994940411426e-10,17.4784700410213,"CIAPIN1"
"FGG",-3.61858210024243,16.5714042815385,-12.1829592185827,5.95973685563838e-12,8.69308889533799e-10,17.4282848907189,"FGG"
"PRPF3",12.0579352013333,8.10411141769231,12.0363286868337,7.71418657569417e-12,9.31167057250535e-10,17.1766567806903,"PRPF3"
"GLS",12.1895956621212,8.22588333038462,12.0261246598488,7.85462103212804e-12,9.31167057250535e-10,17.1590540911325,"GLS"
"RBX1",13.6487256113333,7.87426477576923,11.9921254087969,8.34191831285389e-12,9.31167057250535e-10,17.1003161898266,"RBX1"
"PPP1R2",13.1417434393333,7.58177506115385,11.9891037643754,8.38671210718929e-12,9.31167057250535e-10,17.0950894635234,"PPP1R2"
"PCYT1A",12.3759086026666,7.13994727076923,11.988637013914,8.39365350131021e-12,9.31167057250535e-10,17.0942820020584,"PCYT1A"
"HSPBP1",12.4633479073333,7.19039302346154,11.988324774538,8.39830036127865e-12,9.31167057250535e-10,17.0937418251311,"HSPBP1"
"TSFM",12.920319488,7.45403047384615,11.9632414570798,8.78042555663181e-12,9.31167057250535e-10,17.0503105933976,"TSFM"
"HSPA13",13.0214311246667,7.51236411038462,11.919066845576,9.49769962611826e-12,9.31167057250535e-10,16.9736457992065,"HSPA13"
"CA1",-4.67285261078789,17.7817689792308,-11.9042652475529,9.75136772273881e-12,9.31167057250535e-10,16.9479069808194,"CA1"
"C12orf57",11.9832814386667,6.91343159923077,11.8871249717281,1.00538876241809e-11,9.31167057250535e-10,16.9180695066323,"C12orf57"
"FLAD1",12.649102698,7.29755924884615,11.8868202449436,1.00593528714042e-11,9.31167057250535e-10,16.9175387341084,"FLAD1"
"COPS7B",12.6063757326666,7.27290907653846,11.8739079409531,1.02937787157513e-11,9.31167057250535e-10,16.8950381546514,"COPS7B"
"SF3B5",12.648258256,7.29707207076923,11.872882984668,1.03126273183165e-11,9.31167057250535e-10,16.8932512642547,"SF3B5"
"SNRPB2",13.2642517013333,7.65245290461538,11.8585387390947,1.05801886643974e-11,9.31167057250535e-10,16.8682308919867,"SNRPB2"
"SRP54",11.3658237173333,6.55720599076923,11.8413591853241,1.0910105428543e-11,9.31167057250535e-10,16.8382333029155,"SRP54"
"RFC2",12.884321156,7.43326220538462,11.8354212012527,1.10265965021877e-11,9.31167057250535e-10,16.8278568314649,"RFC2"
"PDAP1",12.276353132303,8.30580223884615,11.8115461681359,1.1508107167854e-11,9.46910664144703e-10,16.78609415127,"PDAP1"
"GGA2",12.2149219706667,7.04707036769231,11.768981117919,1.24212063517067e-11,9.88200852394044e-10,16.7114725876766,"GGA2"
"PTPN23",12.0214749413333,6.93546631230769,11.759887171996,1.26258133213324e-11,9.88200852394044e-10,16.695502206817,"PTPN23"
"CPSF1",12.8579299026667,7.41803648230769,11.7089879552859,1.38371179792269e-11,1.05007950102519e-09,16.6059352800907,"CPSF1"
"GLRX5",12.773266572,7.36919225307692,11.699697474358,1.40708689760309e-11,1.05007950102519e-09,16.5895538768735,"GLRX5"
"UFD1",13.258549048606,8.99889575538462,11.6710790484486,1.48169011609636e-11,1.08062354148937e-09,16.5390283403059,"UFD1"
"NMT1",11.1433725813333,6.42886879692308,11.6127297998456,1.64673186443533e-11,1.17430278954955e-09,16.4357122538693,"NMT1"
"RELA",11.5768030239333,6.6789248215,11.5997451249741,1.68597667901796e-11,1.1761519919497e-09,16.4126658434806,"RELA"
"TNS1",-2.74337623927273,14.2522259661538,-11.5510265661242,1.84204998049057e-11,1.24462368179157e-09,16.3260162416171,"TNS1"
"CD36",-14.1574210954545,5.98967815576923,-11.5401794308649,1.8787876426013e-11,1.24462368179157e-09,16.306685176849,"CD36"
"LMOD1",-11.9307129554545,5.04760932730769,-11.5338755843569,1.900484898965e-11,1.24462368179157e-09,16.2954443944935,"LMOD1"
"S100A14",12.4632571946667,7.19034068923077,11.4650778254186,2.15482439262829e-11,1.38296629518884e-09,16.1724567690213,"S100A14"
"UBA7",12.3425105267879,8.38634431461538,11.4407285918174,2.25305745447851e-11,1.4176590924356e-09,16.1287919574595,"UBA7"
"AGL",11.4754118438606,7.71834230719231,11.4223341735447,2.33032727169153e-11,1.43808081054964e-09,16.095758322146,"AGL"
"IGHM",-2.96011820509092,15.5970864561538,-11.402944087131,2.41474912569957e-11,1.4620622536547e-09,16.0608923495998,"IGHM"
"BZW2",12.925181360303,8.77215448653846,11.34144338527,2.70403778232564e-11,1.60689948953388e-09,15.9500045335852,"BZW2"
"STXBP2",11.8189401729091,8.05342530961538,11.2983784597069,2.9277405852442e-11,1.70820355237248e-09,15.8720834550185,"STXBP2"
"CP",-3.09639345763638,14.8024498626923,-11.2554928164931,3.16955985980746e-11,1.81627099823610e-09,15.7942620124393,"CP"
"NUP50",12.568350496606,8.55855931307692,11.2315699906445,3.31332866118392e-11,1.86534590767354e-09,15.7507532943008,"NUP50"
"LGALS9",12.4888280033333,7.20509307884615,11.1745716679117,3.68366492464443e-11,2.03808288675586e-09,15.6468069475487,"LGALS9"
"TIAL1",12.6702418952121,8.645218245,11.1561378558953,3.81238160799493e-11,2.0735478949247e-09,15.6131042137659,"TIAL1"
"FIP1L1",12.5240089760606,8.54401629115385,11.1355432159458,3.96169483007102e-11,2.11267936040231e-09,15.5754012930214,"FIP1L1"
"STRBP",13.7604965759394,9.39460859730769,11.1282511359236,4.01600003068062e-11,2.11267936040231e-09,15.562039028303,"STRBP"
"C3",-3.08224297927274,15.9037997738462,-11.0218903452307,4.90157764250445e-11,2.53696171851561e-09,15.3663917684213,"C3"
"SPTBN1",-2.1414599990303,14.6391531646154,-10.9171823296064,5.97154412475691e-11,3.04169604703888e-09,15.172410134191,"SPTBN1"
"EIF5B",11.896588405697,8.15661519153846,10.8214899516406,7.16041432076614e-11,3.59027649302165e-09,14.9939295509341,"EIF5B"
"APOE",-2.24293334345456,15.5474652696154,-10.812266837373,7.2872330213721e-11,3.59765088701278e-09,14.9766661573153,"APOE"
"RFC4",12.3777609235151,8.47561189923077,10.7971220027705,7.50052889786416e-11,3.64684806564335e-09,14.9482954721931,"RFC4"
"KPNA3",12.5352906618788,8.59066978423077,10.7861335801173,7.65931382865982e-11,3.66846836957752e-09,14.9276928181683,"KPNA3"
"OGN",-15.0601720612727,8.11573492269231,-10.7557991191721,8.11591676174838e-11,3.82999660124273e-09,14.8707381878935,"OGN"
"BLVRB",-2.2731904709091,16.22084861,-10.6597815003108,9.75547423439500e-11,4.53700243741646e-09,14.6896901493482,"BLVRB"
"KNG1",-2.97381221684849,15.6629731338462,-10.4881958794548,1.35905143619568e-10,6.23028008393134e-09,14.3632213269802,"KNG1"
"BPGM",-3.35036271206062,14.9315433180769,-10.3734214651355,1.69983291096942e-10,7.65129488336978e-09,14.1427290021218,"BPGM"
"AFM",-2.66855702345455,14.7254073765385,-10.3683712611765,1.71671309318362e-10,7.65129488336978e-09,14.1329878982574,"AFM"
"IGHG3",-3.40623089078789,19.6892063092308,-10.3013163325758,1.95797031430852e-10,8.607022929611e-09,14.0033344317113,"IGHG3"
"FGA",-3.00181996412122,15.7501396053846,-10.2549997866645,2.14482138794088e-10,9.3009889647328e-09,13.9134373063441,"FGA"
"PRDX2",-2.34619589369698,18.3143903223077,-10.1935070473551,2.42171295672775e-10,1.03617025041858e-08,13.7936507805591,"PRDX2"
"AHSG",-2.81213127945456,16.490692785,-10.0873812869153,2.98952807035011e-10,1.26228889180967e-08,13.5857521709851,"AHSG"
"FABP4",-4.3224870149697,15.370030755,-10.0402589364443,3.28409327647733e-10,1.36865653561243e-08,13.4929642367224,"FABP4"
"VIM",-2.05561525751516,18.2253399288462,-9.98345500722438,3.67936243016487e-10,1.51372744082039e-08,13.3807218114086,"VIM"
"P01620",-3.99047660921213,15.8609463507692,-9.94643208385345,3.96310634302968e-10,1.60982382971927e-08,13.3073354736508,"P01620"
"ALAD",-2.35186724333335,14.4915562634615,-9.88781826600318,4.45929208976469e-10,1.78873353950686e-08,13.1907791178267,"ALAD"
"DPYSL2",-1.60714820739395,16.0092945438462,-9.84423459387528,4.86945549066903e-10,1.92914600858727e-08,13.1038139693421,"DPYSL2"
"DDAH2",-1.92212324551516,15.5144354611538,-9.77735007202229,5.5760515585279e-10,2.18214017698976e-08,12.96986125897,"DDAH2"
"AMBP",-2.67773147739395,15.9045678496154,-9.695369340064,6.58854203581018e-10,2.54730498709818e-08,12.804856270148,"AMBP"
"GC",-2.60746865375759,15.9192493603846,-9.59316847696585,8.12161520917989e-10,3.10265038169741e-08,12.5978864854318,"GC"
"LIPE",-13.9058909978,8.18272295819231,-9.54136074434489,9.03479476524755e-10,3.3862493605058e-08,12.4924302533125,"LIPE"
"PLG",-3.3114184949091,14.3246917138462,-9.53920433847385,9.07502165794637e-10,3.3862493605058e-08,12.4880329450894,"PLG"
"CFH",-2.65389062824244,14.6424580038462,-9.51770168419485,9.48638268848221e-10,3.49905770659074e-08,12.4441506029824,"CFH"
"CTNNB1",11.7640846134545,8.94684361692308,9.48827202728015,1.00807516677926e-09,3.67603773885755e-08,12.3839892877029,"CTNNB1"
"HBD",-4.1399887829091,18.4782068838462,-9.4798008313916,1.02588515930361e-09,3.69894997326438e-08,12.366650330979,"HBD"
"ITIH2",-2.94648278400001,15.4739691061538,-9.45912432313488,1.07072971217984e-09,3.81774627376124e-08,12.3242884459044,"ITIH2"
"P01617",-3.5163714548485,15.6316942388462,-9.42595031845666,1.1469427402465e-09,4.04454863016597e-08,12.2562003513229,"P01617"
"SERPIND1",-2.71603052169698,14.3897996507692,-9.37948706821645,1.26319205629955e-09,4.40606881376657e-08,12.1605848817558,"SERPIND1"
"APOA4",-2.22614926909092,15.4270776430769,-9.29855490985775,1.49551196615037e-09,5.16032032191027e-08,11.993333763185,"APOA4"
"ITIH4",-2.96576639418183,14.8123488646154,-9.27738905472339,1.56324035987559e-09,5.33663650514974e-08,11.949445670132,"ITIH4"
"G3BP2",11.6430036676969,8.94979327423077,9.18180440360141,1.91077176768909e-09,6.45438589738345e-08,11.7504839826343,"G3BP2"
"HBA1",-3.58960392006062,20.3914810242308,-9.06288896561158,2.45692911363215e-09,8.21279742254747e-08,11.5012089860717,"HBA1"
"AHNAK",-2.36535588769697,15.1059352696154,-8.95558005594033,3.08751212711829e-09,1.02142540370336e-07,11.2745942461591,"AHNAK"
"LAMB2",-12.4930603930303,5.99622973423077,-8.93380029092459,3.23463978353942e-09,1.05917949646714e-07,11.2284060479632,"LAMB2"
"PYGL",-2.55608424757577,13.7519458919231,-8.92860804819162,3.27076739967693e-09,1.06019117025891e-07,11.2173852361092,"PYGL"
"RAB7A",-1.06875266406061,16.6082378473077,-8.90885769344944,3.41202605668898e-09,1.09491916159149e-07,11.17543007245,"RAB7A"
"RANBP3",11.5259467879394,8.90913437807692,8.88413988391074,3.59769904802232e-09,1.14307091535679e-07,11.1228468290647,"RANBP3"
"ENOPH1",11.7903491732121,9.20412899846154,8.64817432780326,5.99061949210706e-09,1.8846958774678e-07,10.6166176362134,"ENOPH1"
"GBE1",-1.47360524490909,14.4045347888462,-8.59118033695351,6.78325779979673e-09,2.11334701743182e-07,10.4931908691313,"GBE1"
"RSU1",-2.3977067269091,13.9045648284615,-8.54034168047196,7.5811368108842e-09,2.33921807943533e-07,10.3827149100205,"RSU1"
"ATXN10",11.9027454067273,7.91177529115385,8.53224740441219,7.71680495759602e-09,2.35840258180244e-07,10.3650924831232,"ATXN10"
"RPL32",11.7584548152727,9.23626699461538,8.48902657636755,8.48465129017053e-09,2.56860811227898e-07,10.2708409912093,"RPL32"
"VTN",-3.17213747296971,15.8765657123077,-8.44876659405826,9.27054392085607e-09,2.78029677028291e-07,10.1828137759956,"VTN"
"ILK",-2.33456108139394,14.7642588003846,-8.43983319720928,9.45484417678066e-09,2.79976614371701e-07,10.1632507934449,"ILK"
"GAMT",11.7700607101818,9.24529771230769,8.43719650734202,9.50995667389075e-09,2.79976614371701e-07,10.1574746750706,"GAMT"
"CAVIN3",-3.79352606179395,14.8728191947692,-8.43221565946462,9.61496950237643e-09,2.80494883028418e-07,10.1465606564318,"CAVIN3"
"SERPINA1",-2.87338821212122,17.5269148569231,-8.41816804485847,9.91760506781985e-09,2.85014001213964e-07,10.1157610899466,"SERPINA1"
"PRDX1",-1.58511928630304,18.4038909476923,-8.41680378696732,9.94751266312369e-09,2.85014001213964e-07,10.1127684846543,"PRDX1"
"HADH",-1.70530393733334,15.5203116853846,-8.34207662868699,1.17356547124208e-08,3.33271822762463e-07,9.94845582252252,"HADH"
"CFB",-3.09338110842425,14.8123679519231,-8.24057912418401,1.4707396625519e-08,3.98274737095563e-07,9.72404494441555,"CFB"
"SYK",11.5595625271515,9.14770468923077,8.2370850747698,1.48224853185865e-08,3.98274737095563e-07,9.71629431047132,"SYK"
"UBE2Z",12.6418020486667,7.29334733576923,8.21846013718285,1.54517536953034e-08,3.98274737095563e-07,9.67495138276458,"UBE2Z"
"TRIP6",11.3591657873333,6.55336487730769,8.21718363742605,1.54958737086477e-08,3.98274737095563e-07,9.67211610747533,"TRIP6"
"PPP4R2",11.6936356393333,6.74632825346154,8.21146881546708,1.56949879893426e-08,3.98274737095563e-07,9.65941997858355,"PPP4R2"
"ALDH2",-2.04395664412121,16.1394372692308,-8.21069162764697,1.57222687385226e-08,3.98274737095563e-07,9.65769301977385,"ALDH2"
"TNPO2",11.838234192,6.82975049538462,8.21066885956172,1.57230686745615e-08,3.98274737095563e-07,9.65764242644364,"TNPO2"
"CPT2",12.1513278253939,9.539983915,8.20958917096023,1.57610505669741e-08,3.98274737095563e-07,9.65524315099916,"CPT2"
"NUP107",11.7780449453333,6.79502593,8.20569908446361,1.58986810794717e-08,3.98274737095563e-07,9.64659730062976,"NUP107"
"GTF2B",11.20951582,6.46702835769231,8.204006564532,1.5958946726324e-08,3.98274737095563e-07,9.64283496667871,"GTF2B"
"LUC7L3",12.141792022,7.00488001269231,8.20154471491761,1.60470248854227e-08,3.98274737095563e-07,9.6373617714623,"LUC7L3"
"SAR1B",11.899104446,6.86486794961538,8.19908847716134,1.61353996753187e-08,3.98274737095563e-07,9.63190022103207,"SAR1B"
"PYGB",-1.78450177157577,15.2172565280769,-8.19832241054893,1.6163064648085e-08,3.98274737095563e-07,9.63019666901849,"PYGB"
"BTF3",12.770553994,7.36762730423077,8.19780039768186,1.61819439969426e-08,3.98274737095563e-07,9.62903578886776,"BTF3"
"ADNP",10.9215497286667,6.30089407423077,8.19746104789808,1.61942292123821e-08,3.98274737095563e-07,9.62828110453873,"ADNP"
"MOB4",11.470987484,6.61787739461538,8.19718045235665,1.62043946253842e-08,3.98274737095563e-07,9.62765707254878,"MOB4"
"EEF1AKNMT",10.9404133262424,8.66686600807692,8.19434833649605,1.63073639672055e-08,3.98274737095563e-07,9.62135796624988,"EEF1AKNMT"
"MAPKAPK2",11.361777254303,7.65022806923077,8.19100409986618,1.64298182368039e-08,3.98274737095563e-07,9.61391839493839,"MAPKAPK2"
"FDXR",11.9182714554545,9.43948204423077,8.18943045896966,1.6487765681518e-08,3.98274737095563e-07,9.61041714906531,"FDXR"
"SUPT16H",11.6996547113333,6.749800795,8.18891294857939,1.65068681937394e-08,3.98274737095563e-07,9.60926564854871,"SUPT16H"
"CHCHD5",10.6694793593333,6.15546886115385,8.18483213835268,1.66582985925314e-08,3.98928956592784e-07,9.60018423998676,"CHCHD5"
"SYNE2",10.7923752846667,6.22637035653846,8.18028681212763,1.68286460491026e-08,4.00023149419039e-07,9.59006640286525,"SYNE2"
"ATG3",11.4177326795757,9.05891272807692,8.17575659182558,1.70002071303419e-08,4.01129887362259e-07,9.57997936289124,"ATG3"
"LCMT1",10.8774605,6.27545798076923,8.16878740014577,1.72676461035748e-08,4.04466250703441e-07,9.56445616906681,"LCMT1"
"AMIGO2",12.2635100986667,7.07510198,8.1605184130066,1.75905741361606e-08,4.06211029102042e-07,9.5460291423344,"AMIGO2"
"IRGQ",12.3804664946667,7.14257682384615,8.15453409468457,1.78281406764994e-08,4.06211029102042e-07,9.53268752176333,"IRGQ"
"C4A",-2.59051617315151,15.3165543003846,-8.15364851914877,1.7863575125505e-08,4.06211029102042e-07,9.53071277459285,"C4A"
"DERA",11.955342304,6.89731286769231,8.15070656203006,1.79818112296553e-08,4.06211029102042e-07,9.52415172278875,"DERA"
"SLC4A1",-13.3420551155758,8.22117294115385,-8.15011015848184,1.80058782188789e-08,4.06211029102042e-07,9.52282149900841,"SLC4A1"
"A1BG",-2.96429764545456,15.8657061569231,-8.1477450551671,1.81016444878754e-08,4.06211029102042e-07,9.51754587011048,"A1BG"
"TF",-2.67281704060607,17.4094111961538,-8.12603385861587,1.90055682367496e-08,4.20115940847811e-07,9.46908068569756,"TF"
"HRG",-2.93227569115152,14.8007913976923,-8.12392916311686,1.90956234620677e-08,4.20115940847811e-07,9.46437900029162,"HRG"
"VCL",-1.77539437781819,15.6030193546154,-8.12136122935438,1.92060930678382e-08,4.20115940847811e-07,9.45864166152781,"VCL"
"SH3PXD2B",12.026138996,6.93815711307692,8.11803190369722,1.93502940853343e-08,4.20115940847811e-07,9.45120185458829,"SH3PXD2B"
"KPNA6",11.532019382,6.653088105,8.11744411859258,1.93758676364837e-08,4.20115940847811e-07,9.44988821497811,"KPNA6"
"ARHGAP17",10.7288031266667,6.18969411153846,8.1107515805863,1.9669506711047e-08,4.23620449904361e-07,9.43492773155133,"ARHGAP17"
"CHORDC1",11.2003339572727,8.91755198192308,8.08188085325281,2.0989525862947e-08,4.49035923294646e-07,9.37031971226469,"CHORDC1"
"MAVS",10.2617916203333,5.92026439634615,8.07771522224321,2.11873566178642e-08,4.50266406534612e-07,9.36098826340083,"MAVS"
"COPS7A",10.1249508813333,5.84131781615385,8.07329370261384,2.13994341325116e-08,4.51781474547563e-07,9.35108099390221,"COPS7A"
"LGALS1",-2.02919148642426,17.5622137530769,-8.06625314078924,2.1741640207512e-08,4.56006035463438e-07,9.33529972176384,"LGALS1"
"SPTAN1",-1.76953101024243,14.6557420757692,-8.05392252358007,2.23545612730265e-08,4.65816799513909e-07,9.30764453116389,"SPTAN1"
"EIF2B1",12.9253478006667,7.45693142346154,8.03999157684457,2.30684044051641e-08,4.75161899511249e-07,9.27637504839764,"EIF2B1"
"BLOC1S2",11.0351114662424,8.79520543038462,8.03940103959455,2.30991761682003e-08,4.75161899511249e-07,9.27504893784846,"BLOC1S2"
"WDR61",11.5374812673333,7.81897415269231,8.02888426546579,2.36542949542956e-08,4.83481735721876e-07,9.25142447122925,"WDR61"
"IGHG4",-2.23428436624243,18.3090960696154,-8.0191661518775,2.41794251197761e-08,4.91087184869378e-07,9.22958062591101,"IGHG4"
"PKP1",11.872109724,6.84929407153846,7.99228549262178,2.56951502212889e-08,5.17374398842677e-07,9.16909246045142,"PKP1"
"XPO7",11.6388708424848,7.88631628653846,7.99055222467894,2.57961682190179e-08,5.17374398842677e-07,9.16518878647816,"XPO7"
"TCOF1",11.4568603670303,9.13752443846154,7.96901800410859,2.70857410377755e-08,5.39864242175288e-07,9.11665509130992,"TCOF1"
"LPP",-1.57062415181819,14.4919370334615,-7.94942043080997,2.83168004016205e-08,5.56925274711393e-07,9.07243117413705,"LPP"
"TUBA1C",12.0867011896364,8.21504777653846,7.94848582253367,2.8376923813301e-08,5.56925274711393e-07,9.07032082642695,"TUBA1C"
"ARMT1",11.5533276725455,9.229074845,7.94716106602851,2.8462369913577e-08,5.56925274711393e-07,9.06732931897282,"ARMT1"
"ABHD11",11.942859876,6.89011146692308,7.94259924900449,2.87586291793717e-08,5.58535406619588e-07,9.05702619133323,"ABHD11"
"CA3",-13.5466572372727,5.73127806192308,-7.94054967344963,2.88927633215493e-08,5.58535406619588e-07,9.05239618251575,"CA3"
"NPLOC4",11.3827916887273,9.07261610230769,7.93471189188858,2.92783439541937e-08,5.6026598782609e-07,9.03920544507922,"NPLOC4"
"RAP1GDS1",10.9389148164848,8.74384246230769,7.93391374376242,2.93314696026124e-08,5.6026598782609e-07,9.03740163149016,"RAP1GDS1"
"LAGE3",12.0050174027333,6.9259715785,7.92932521714752,2.96388111773577e-08,5.60586186273907e-07,9.0270298838149,"LAGE3"
"SLIRP",12.1297653311515,9.70681782538461,7.92845283227789,2.96976165991163e-08,5.60586186273907e-07,9.02505765047176,"SLIRP"
"RAB3D",11.7480735764848,7.98699821384615,7.90697560001828,3.11837136781992e-08,5.81117710566047e-07,8.97647057117344,"RAB3D"
"IGHG2",-3.08335360927274,19.2629264757692,-7.90624566792455,3.1235540303451e-08,5.81117710566047e-07,8.97481817159753,"IGHG2"
"OGA",11.6770135913333,9.35147979038462,7.90493861279476,3.13285646394285e-08,5.81117710566047e-07,8.97185911607361,"OGA"
"HDAC2",11.5810798005454,7.88141510807692,7.86750154179652,3.41171725608288e-08,6.29206935331607e-07,8.887006309079,"HDAC2"
"TIMM44",10.2506316416727,6.93263151984615,7.85148338055954,3.53869163925197e-08,6.48894941163405e-07,8.85064225415868,"TIMM44"
"GRPEL1",10.8944191201818,7.42347246192308,7.84120337614785,3.62272364418034e-08,6.60529555350836e-07,8.82728648397121,"GRPEL1"
"PLEKHF2",11.5906090479394,7.90278367807692,7.8303935843367,3.71329553892662e-08,6.73218383300312e-07,8.80271159879371,"PLEKHF2"
"CARM1",10.9054932588485,8.75875877807692,7.82774608080402,3.73583001006273e-08,6.73498792263557e-07,8.79669037289886,"CARM1"
"RCN2",10.8950805578788,8.74123465423077,7.80775939637672,3.91053744279092e-08,7.01056684576316e-07,8.75120395100017,"RCN2"
"RPE",-1.47844138515152,16.1406957488462,-7.80381428462529,3.94600071831517e-08,7.03484239170743e-07,8.74221913114731,"RPE"
"OGFR",10.9890204482424,8.82781627846154,7.80099151651615,3.97157727877714e-08,7.0413212638651e-07,8.73578910741506,"OGFR"
"GALT",11.8963326301212,8.12160302961538,7.7924071081457,4.05040832579548e-08,7.10331960630048e-07,8.71622793795735,"GALT"
"ORM2",-2.14069431630304,16.3159824019231,-7.79207704541451,4.05347113622439e-08,7.10331960630048e-07,8.71547562973891,"ORM2"
"ATP2A2",11.2061343675758,8.99214666884615,7.78998349229681,4.07295359164627e-08,7.10331960630048e-07,8.71070347497678,"ATP2A2"
"CIAO2B",10.616796479697,8.54775044576923,7.76261187524823,4.33668697600619e-08,7.51579831686358e-07,8.64825668721053,"CIAO2B"
"IGLV3-21",-3.48432888109092,15.99349808,-7.75867989328759,4.37598591038792e-08,7.51579831686358e-07,8.63927778424213,"IGLV3-21"
"FAH",-2.92991427600001,14.3976536507692,-7.75830750787321,4.37972666018539e-08,7.51579831686358e-07,8.63842731296977,"FAH"
"TIMM13",12.1725449910303,8.32776905384615,7.73440342006502,4.62684210663317e-08,7.89539509879559e-07,8.58379491070992,"TIMM13"
"ASMTL",10.8067735797576,8.70635941615385,7.7322177039552,4.65013921368765e-08,7.89539509879559e-07,8.57879564981465,"ASMTL"
"GORASP2",10.9355493130303,8.81846213115385,7.72661571787368,4.71040021348103e-08,7.95561804476875e-07,8.56597961651433,"GORASP2"
"ERO1A",10.8822697901818,8.76605648307692,7.71546689771373,4.8327218995302e-08,8.1194788353887e-07,8.54046115595281,"ERO1A"
"CLU",-2.6208819378788,14.9173422126923,-7.71070755043826,4.8859271631343e-08,8.16611472213435e-07,8.52956242448489,"CLU"
"COPS6",11.2334620026667,9.06586700307692,7.70755045843293,4.92155149355969e-08,8.18303561804821e-07,8.52233111861618,"COPS6"
"ITIH1",-2.98420386775759,14.6908514715385,-7.69061713954671,5.11722008345487e-08,8.46451507618901e-07,8.48352256318204,"ITIH1"
"RAB3GAP2",11.528900112,9.32035399615385,7.66056112363296,5.4843885527043e-08,9.02533480288621e-07,8.41454402458256,"RAB3GAP2"
"C12orf10",11.2917848064848,9.11266035269231,7.65732307217217,5.52552373650474e-08,9.04663554614476e-07,8.40710547221396,"C12orf10"
"CORO7",11.4672205890909,9.26835331692308,7.63081906917926,5.87433502087371e-08,9.56890410252981e-07,8.34616689821264,"CORO7"
"DSG2",10.6372723907879,8.54998547230769,7.6266756093929,5.93087120951437e-08,9.61220490471294e-07,8.33663167550271,"DSG2"
"SSU72",11.5491787021212,7.94408823730769,7.61150631001439,6.14265170572451e-08,9.89347440350333e-07,8.30170344674544,"SSU72"
"EPB41L2",-1.63139242903032,14.7701632165385,-7.60813553688313,6.19075440418177e-08,9.89347440350333e-07,8.29393786704868,"EPB41L2"
"FBXO2",12.0590399893333,8.24876511538462,7.60770613806371,6.19690980088554e-08,9.89347440350333e-07,8.29294851015031,"FBXO2"
"AGT",-2.49741236909091,14.6099977307692,-7.58109708239474,6.59084452552069e-08,1.04703069714831e-06,8.23159193161132,"AGT"
"USP11",9.62526493179999,5.55303746065385,7.57753288557374,6.64552549605599e-08,1.05051681363762e-06,8.22336625556809,"USP11"
"MSN",-1.44189140684849,15.3763391211538,-7.56471676964079,6.84601646328005e-08,1.07690523679734e-06,8.19377446130561,"MSN"
