"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
"PAF1",10.0699248626667,7.02641630615385,5.84610779167071,4.42224250918317e-06,3.73446742420231e-05,4.04512802314064,"PAF1"
"PSME3",10.0413640589697,9.74547204576923,5.83669920391214,4.52832685863134e-06,3.81401598145616e-05,4.02157567269006,"PSME3"
"UCHL5",8.94312391890908,9.49435753769231,5.83361455901833,4.56366591037363e-06,3.83371830010183e-05,4.01385243067971,"UCHL5"
"WDR5",10.4535969436364,7.32184129,5.82726107954898,4.63733797806219e-06,3.88543539728501e-05,3.99794244691177,"WDR5"
"QKI",10.7950254442424,7.55847894384615,5.82516910068321,4.66185861337076e-06,3.89580840893406e-05,3.99270316018045,"QKI"
"PPP6R3",8.99147510799999,8.73678358538461,5.81852491193842,4.74061223746912e-06,3.95133108312685e-05,3.97606078446331,"PPP6R3"
"NME3",11.5440650430303,8.08590109846154,5.8165484422707,4.7642986767298e-06,3.96078612788237e-05,3.97110946371195,"NME3"
"HSPB6",-11.2124328707273,11.3491133811538,-5.80389939936817,4.91875536312248e-06,4.07862686311629e-05,3.93941483662893,"HSPB6"
"HMGCL",9.76759631799999,6.83274871192308,5.79860549116193,4.98489694539583e-06,4.1228181179833e-05,3.92614630617324,"HMGCL"
"ATP5F1A",-1.64482157806061,16.5168447469231,-5.79535664146879,5.02593349961167e-06,4.14220239753515e-05,3.91800241242041,"ATP5F1A"
"KRT9",-2.10855906248486,14.5598674096154,-5.794709326838,5.03415062336774e-06,4.14220239753515e-05,3.91637969310498,"KRT9"
"RANBP2",9.55685914127272,9.29198380423077,5.7921414745847,5.06688177673558e-06,4.14924296842794e-05,3.9099421667215,"RANBP2"
"STRIP1",10.274467532303,7.19537697884615,5.79200969683041,5.0685672908188e-06,4.14924296842794e-05,3.90961179055139,"STRIP1"
"CAST",-1.35610383678788,15.0071627273077,-5.79016447383321,5.09222855332138e-06,4.15800545231763e-05,3.90498554841833,"CAST"
"SMAP",8.90419212193939,9.45809061923077,5.77967607884991,5.22886410001957e-06,4.2587372834931e-05,3.87868476639444,"SMAP"
"EIF3M",9.61612209472726,7.86179238423077,5.74260331510766,5.74231320542032e-06,4.66508432308704e-05,3.78565557506498,"EIF3M"
"PBXIP1",10.5705004041818,7.43114041961538,5.73815121160104,5.80731712048539e-06,4.70597995950445e-05,3.77447687098765,"PBXIP1"
"EXOC1",9.48153859012121,6.67625532192308,5.73313986502753,5.88137889493616e-06,4.75399115210331e-05,3.76189226812837,"EXOC1"
"VAT1",-1.19117702466668,16.3157930657692,-5.7296756742499,5.93313428654957e-06,4.78377586068783e-05,3.75319186465229,"VAT1"
"PUF60",10.1705639315757,9.91895825653846,5.72737094199881,5.96782262681027e-06,4.79968491464516e-05,3.74740299596352,"PUF60"
"ANXA1",-3.02287620139395,14.5637848434615,-5.72620055405356,5.98551663424773e-06,4.80188071982524e-05,3.74446315068302,"ANXA1"
"MBD3",9.41995029648484,7.75912727769231,5.71242309626343,6.19784451091602e-06,4.95982120586771e-05,3.70984886678384,"MBD3"
"RPA2",9.94197420654543,9.66613399538462,5.70652962149332,6.29098543298717e-06,5.02183389414324e-05,3.6950381021832,"RPA2"
"PLIN1",-10.5565918955758,11.7007734026923,-5.70502805433563,6.31494213719767e-06,5.02844896234921e-05,3.69126415737755,"PLIN1"
"ARHGEF7",9.94380539284847,8.21541907538461,5.70291445294326,6.3488201944669e-06,5.04291188218918e-05,3.68595169739011,"ARHGEF7"
"ACTN1",-1.16576227284849,15.4725783007692,-5.67861150701283,6.75184840350945e-06,5.34979790786711e-05,3.62484491763796,"ACTN1"
"SH3BP1",9.9600370200606,8.26568585115385,5.67532400689645,6.80832154203947e-06,5.38125710059228e-05,3.61657579276088,"SH3BP1"
"IGHG1",-2.83541294539395,19.0448373119231,-5.67032585124,6.89509843972769e-06,5.43645476488604e-05,3.60400241208227,"IGHG1"
"DKC1",9.87405865236364,9.69360257307692,5.66887148103071,6.92055865086535e-06,5.44315507613404e-05,3.60034347523024,"DKC1"
"DDX42",10.3497920841212,10.1772079692308,5.66413446623332,7.0041467389037e-06,5.49542955626943e-05,3.58842500043838,"DDX42"
"EIF3D",9.98979702975757,9.81773866115385,5.65695353334401,7.13281340086326e-06,5.58273126911469e-05,3.57035468287391,"EIF3D"
"EML4",9.76088109648484,8.08147642384615,5.65075342672177,7.24582973778485e-06,5.65738871740914e-05,3.55474978115553,"EML4"
"CHMP7",8.01585614706059,8.59593085480769,5.64896231559901,7.27881463504002e-06,5.66934858345714e-05,3.55024130131714,"CHMP7"
"HADHA",-1.11042781381819,15.4922615007692,-5.64676960771235,7.31940234419933e-06,5.68715789891904e-05,3.5447216570079,"HADHA"
"FYB1",10.166804148,7.20982684153846,5.61820917885171,7.86948019603322e-06,6.08509926483629e-05,3.47279856116519,"FYB1"
"DEF6",9.54254460242425,6.77220299461538,5.61606765277351,7.91237556960984e-06,6.08894786880415e-05,3.46740347968095,"DEF6"
"IGKC",-2.55984835751516,17.7324674873077,-5.61606611043971,7.91240654811882e-06,6.08894786880415e-05,3.46739959402071,"IGKC"
"DSTN",-1.72074766569698,14.5551211884615,-5.61064205511815,8.02211416957054e-06,6.15860391630427e-05,3.45373362746504,"DSTN"
"DHRS7",9.81838748715152,9.68626622769231,5.59926932742439,8.25716491233654e-06,6.32392415362481e-05,3.42507386669486,"DHRS7"
"POFUT1",9.63029961769697,8.03383613076923,5.586537957332,8.52857662110878e-06,6.51623866122335e-05,3.39298065624936,"POFUT1"
"SMARCA5",9.28882005351514,9.19449689807692,5.56352409856951,9.04231596588749e-06,6.8923496281551e-05,3.33494205701152,"SMARCA5"
"HDLBP",9.82570254036363,9.73101478615385,5.55561839669472,9.22592959461127e-06,7.01564172253734e-05,3.31499728971362,"HDLBP"
"HADHB",-1.00854558515151,16.1766222096154,-5.54235539631175,9.54248151764977e-06,7.23920169979625e-05,3.28152860600793,"HADHB"
"USP14",-1.33516191630304,15.2654242926923,-5.53234439802312,9.78867429028914e-06,7.40734878791001e-05,3.25625938928098,"USP14"
"FAM98B",9.10736281436362,9.90954231115385,5.53147747952516,9.81029365802977e-06,7.40734878791001e-05,3.25407088680821,"FAM98B"
"DDX21",9.20136731903029,9.04902481923077,5.52947668211571,9.86037441390573e-06,7.42768579676608e-05,3.24901978472949,"DDX21"
"HDGFL2",8.92929404363635,9.68127250076923,5.51875090536658,1.01332865206e-05,7.61539026805744e-05,3.22193816200196,"HDGFL2"
"ATP5F1B",-1.46726144648486,16.7587958934615,-5.51191360116569,1.03112324710666e-05,7.73101518683472e-05,3.20467116160925,"ATP5F1B"
"RAB35",-1.55472709678789,17.701024135,-5.50794128763927,1.04160626049241e-05,7.79140906741294e-05,3.19463822693385,"RAB35"
"HDDC2",9.6354594360606,9.56969742269231,5.50508112767959,1.04922094748321e-05,7.83011632668286e-05,3.18741372768434,"HDDC2"
"TRA2B",9.93196363739394,8.30407855884615,5.48765209723438,1.09685480595672e-05,8.16660573622993e-05,3.14337979531238,"TRA2B"
"KRT2",-1.84723773109092,15.2167934134615,-5.48533864860094,1.1033397718914e-05,8.19587344444329e-05,3.13753368063248,"KRT2"
"KIF2A",9.70579725145454,8.15804138884615,5.47406328851397,1.13550553935505e-05,8.41532858150196e-05,3.10903654983107,"KIF2A"
"SMC4",10.4785979139394,8.79615593307692,5.45785831485997,1.1834018624267e-05,8.75008427771262e-05,3.06806851462078,"SMC4"
"ADK",9.51272053533331,10.3877101211538,5.45292715824555,1.19837803960858e-05,8.84044857265272e-05,3.05559924372716,"ADK"
"LYRM7",9.38305435490909,7.90270046846154,5.45055113626593,1.20566237173201e-05,8.87378566717438e-05,3.04959061546435,"LYRM7"
"COASY",8.94666728060606,9.82207462846154,5.43079067530145,1.26800323981532e-05,9.31126406537154e-05,2.99960794847554,"COASY"
"THUMPD1",8.94743857339393,9.81565715961538,5.42869804424495,1.27479301246376e-05,9.33975063241144e-05,2.9943136302239,"THUMPD1"
"DPYSL4",-1.30554621606061,16.1663579826923,-5.41479757081856,1.3208366293841e-05,9.65504497424502e-05,2.95914016001471,"DPYSL4"
"WARS",-1.07910117048486,15.3145126442308,-5.40117178053132,1.36760099122647e-05,9.97416268374035e-05,2.92465256381765,"WARS"
"CALD1",-1.73177469527274,14.8386792615385,-5.39714432369078,1.38174104376287e-05,0.00010054437663118,2.91445714725806,"CALD1"
"ABCF1",8.46629218272727,9.29065392346154,5.39070400929818,1.40465994168099e-05,0.000101980854136975,2.89815203598685,"ABCF1"
"JPT2",9.85589892036363,10.8812311546154,5.38535189496858,1.42399816247489e-05,0.000103151469602301,2.88460046453461,"JPT2"
"ACOT7",10.1796644456364,11.2218852203846,5.38348300391761,1.4308139729268e-05,0.000103221668752466,2.87986811116232,"ACOT7"
"ARL8B",9.4529340930909,10.4244712738462,5.38332259417793,1.43140051713455e-05,0.000103221668752466,2.87946191856494,"ARL8B"
"PCK2",-1.53261305060607,14.8001751603846,-5.36982189726864,1.48164661743642e-05,0.000106605470747836,2.84527094934928,"PCK2"
"DEFA1",-2.71792002090909,15.8665841596154,-5.36754037093163,1.49031211784618e-05,0.000106989073516072,2.83949208566515,"DEFA1"
"CCDC58",9.49430734478786,9.52763064115385,5.36197517808394,1.5116646170537e-05,0.000108279726699226,2.82539506018959,"CCDC58"
"ALB",-1.81738285430303,20.6128073853846,-5.35725761941107,1.53000664938502e-05,0.000108856953340368,2.81344406748472,"ALB"
"NOLC1",10.6301624913333,6.13278605269231,5.35671566863927,1.53212811031624e-05,0.000108856953340368,2.8120710801519,"NOLC1"
"CHMP5",10.8432512953333,6.25572190115385,5.35608821825635,1.53458796816518e-05,0.000108856953340368,2.81048147041226,"CHMP5"
"HYPK",10.209585416,5.89014543230769,5.3555799028262,1.53658369208698e-05,0.000108856953340368,2.80919366951768,"HYPK"
"TLE3",10.7488920986667,6.20128390307692,5.35555429004742,1.53668432107157e-05,0.000108856953340368,2.8091287800593,"TLE3"
"RAD50",9.08751427690908,10.0745515173077,5.35456125447453,1.54059095076966e-05,0.000108893311916737,2.80661292214829,"RAD50"
"PIP4K2B",8.75298731933333,5.04980037653846,5.3518073491289,1.55147742780244e-05,0.00010942178166633,2.79963566947633,"PIP4K2B"
"C5orf51",9.47549298399999,5.46663056769231,5.35083705663966,1.55533156910725e-05,0.000109440599073763,2.79717727188478,"C5orf51"
"SF3B4",10.049386158,5.79772278346154,5.35002487754321,1.55856509120317e-05,0.000109440599073763,2.79511944921999,"SF3B4"
"CPSF2",9.61577222333334,5.54756089807692,5.34856936016844,1.56437691827946e-05,0.000109608854383379,2.79143152471669,"CPSF2"
"CNOT9",9.94340110199999,5.73657755884615,5.34742356373095,1.56896742651038e-05,0.000109610303003535,2.78852829224677,"CNOT9"
"DYNC1LI1",8.69700050630303,7.99626458846154,5.34686030989944,1.57122902404569e-05,0.000109610303003535,2.7871010921366,"DYNC1LI1"
"MRPS36",9.38521093066666,5.41454476769231,5.34583051878897,1.57537239069651e-05,0.00010963024064808,2.78449172142961,"MRPS36"
"SAP30BP",8.93619772666665,5.15549868846154,5.3434219692639,1.58510631025915e-05,0.00010963024064808,2.77838855817264,"SAP30BP"
"MSH6",10.317176026,5.95221693807692,5.34322884312062,1.58588943500308e-05,0.00010963024064808,2.77789917378709,"MSH6"
"AASDHPPT",9.91577935199999,5.72064193384615,5.34321396951302,1.58594976353983e-05,0.00010963024064808,2.77786148378781,"AASDHPPT"
"HTATSF1",10.32221963,5.95512670961539,5.34219649457669,1.59008222700472e-05,0.00010963024064808,2.77528316066722,"HTATSF1"
"DNAJC7",7.84036317946666,4.52328644969231,5.34172206206872,1.59201284331583e-05,0.00010963024064808,2.77408091403878,"DNAJC7"
"SLK",9.46227589599999,5.45900532461538,5.34084895101528,1.59557199495044e-05,0.000109640054214046,2.77186836156034,"SLK"
"FLNA",-1.26998249212121,15.8617341984615,-5.33918856741468,1.60236256024899e-05,0.000109871398629039,2.76766068986972,"FLNA"
"PAIP1",9.73937052,5.61886760769231,5.33765102779959,1.60867673379146e-05,0.000110069160740657,2.76376421881748,"PAIP1"
"ALDH18A1",9.72778014799999,5.61218085461539,5.33616313929086,1.61481091580699e-05,0.000110103304156055,2.75999347878384,"ALDH18A1"
"HNRNPH2",10.2848170339394,9.48961745153846,5.33586621011958,1.61603790144911e-05,0.000110103304156055,2.75924096305771,"HNRNPH2"
"PARP10",10.2412192173333,5.90839570230769,5.33203600224538,1.63194989247963e-05,0.000110706720310814,2.7495336270796,"PARP10"
"DTYMK",9.98043707533333,5.75794446653846,5.33168865189756,1.63340070162271e-05,0.000110706720310814,2.74865326648528,"DTYMK"
"NECAP2",10.3349692746667,5.96248227384615,5.33124774054289,1.63524417037475e-05,0.000110706720310814,2.7475357678841,"NECAP2"
"HDAC4",7.66153852253334,4.42011837838462,5.33005845986559,1.64022707976022e-05,0.000110810288398959,2.74452147151721,"HDAC4"
"NHEJ1",8.50864442866667,4.90883332423077,5.32636243828281,1.65581089016711e-05,0.000111628091313997,2.73515332549933,"NHEJ1"
"NISCH",9.5571226420606,7.43422099646154,5.32262192993395,1.6717344232731e-05,0.000112465320005941,2.72567184044613,"NISCH"
"PM20D2",9.63772010466667,5.56022313730769,5.31998899782067,1.68303553873282e-05,0.000112988724765557,2.71899750506248,"PM20D2"
"S100A16",9.78395229399999,5.64458786192308,5.3176113289935,1.69330724264022e-05,0.000113440979992327,2.71297000238625,"S100A16"
"ARHGAP25",9.71089248515151,8.26044420038462,5.31315460379287,1.71273135366537e-05,0.00011450322737317,2.70167137028813,"ARHGAP25"
"LARP1",8.71049117026666,5.02528336746154,5.31076197649367,1.72325193237961e-05,0.000114967057193476,2.69560527921408,"LARP1"
"ARL1",8.74086512533332,5.04280680307692,5.3069264772222,1.74025316205995e-05,0.000115860423175319,2.68588055457421,"ARL1"
"PLCG1",10.079268108,5.81496237,5.30518806489827,1.74801448570872e-05,0.000115960830721837,2.68147269890583,"PLCG1"
"NOL3",9.69577494666666,5.59371631538462,5.30497044379136,1.74898853441475e-05,0.000115960830721837,2.68092089815617,"NOL3"
"VAPB",10.1602685989091,6.81170555153846,5.3018291242611,1.76310990387197e-05,0.000116656075907735,2.67295554848862,"VAPB"
"RALA",-2.23293708315153,13.5636504392308,-5.28818180572414,1.82580734913757e-05,0.000120308332307648,2.63834594384072,"RALA"
"KPNA2",9.80307364399999,5.65561941,5.28707376001275,1.83099552297379e-05,0.000120402963795551,2.63553562197263,"KPNA2"
"KRT6",-1.52196659381819,16.4878797415385,-5.28622309869066,1.83498864170421e-05,0.000120418784278708,2.63337806878014,"KRT6"
"PGM1",-1.30968475248485,15.3572692546154,-5.27232148603492,1.90150368877741e-05,0.000124529088516055,2.59811517669499,"PGM1"
"ACP1",-1.411934698,15.6217053196154,-5.27074262821637,1.90921023296398e-05,0.000124732882379673,2.59410978104013,"ACP1"
"LARP7",9.09603672066665,5.24771349269231,5.27009316217714,1.91238947119972e-05,0.000124732882379673,2.59246212746461,"LARP7"
"CD5L",-9.83569534778789,10.4407602517308,-5.26174231279879,1.95374709432293e-05,0.000127171895044265,2.57127518046783,"CD5L"
"PCMT1",-1.12089516527274,15.1278367996154,-5.25615070305134,1.98194263361721e-05,0.000128466076314649,2.55708728867033,"PCMT1"
"STK26",9.52585071878786,10.6379726615385,5.25542349851483,1.98563957158199e-05,0.000128466076314649,2.5552420311748,"STK26"
"PSMB11",9.7689386266,5.63592613073077,5.2537601537401,1.99412179299451e-05,0.000128755268284092,2.55102127793599,"PSMB11"
"CSRP1",-1.95920476527273,14.4470124857692,-5.25101235114989,2.00821431823838e-05,0.000129404814201344,2.54404848771971,"CSRP1"
"HBB",-2.1857106758788,20.4831068761538,-5.24669360743348,2.0305669001701e-05,0.000130582949552021,2.53308875930094,"HBB"
"CAPN1",-1.11494025672729,15.6805346492308,-5.23596118117917,2.08720736616667e-05,0.000133956968760577,2.50585014947733,"CAPN1"
"MAPK3",-1.07535394436364,15.25134323,-5.22699371600689,2.13575311367483e-05,0.000136799036762126,2.48308796267896,"MAPK3"
"MCAM",-9.96903816533334,9.89183855769231,-5.22142078704847,2.16649430259334e-05,0.000138491637789284,2.46894080755452,"MCAM"
"VWF",-10.0888276400606,10.0676807680769,-5.21881509968127,2.18102035101978e-05,0.000139143027960685,2.46232579305097,"VWF"
"GAK",8.01849939090908,8.95713667,5.20039669547562,2.28653674603205e-05,0.000145585246389223,2.41556112233913,"GAK"
"COL18A1",-1.54282107642425,14.2167762465385,-5.18131325280026,2.40129475992868e-05,0.000152589205635864,2.36709692014036,"COL18A1"
"NUTF2",-1.31563994727273,17.0807032507692,-5.17213487501435,2.45853849077959e-05,0.000155917984523947,2.34378376643742,"NUTF2"
"BCCIP",9.04569623018181,10.1839582938462,5.16734117376139,2.48898039565935e-05,0.000157537240427433,2.33160677989393,"BCCIP"
"SNRPE",10.1019312558182,11.3309782711538,5.16521048583131,2.5026327372043e-05,0.000158089536489933,2.32619418972286,"SNRPE"
"CREB3L4",-10.6924792298182,10.5621643546154,-5.15113453508969,2.59473926798994e-05,0.000163585821433786,2.29043393483729,"CREB3L4"
"SERPINH1",-1.23851093054546,15.0932609976923,-5.1362056020764,2.69616200073819e-05,0.000169646742360174,2.2525009988679,"SERPINH1"
"P01625",-11.9730910252727,8.77062414269231,-5.13482129846169,2.70576648891915e-05,0.00016991789947048,2.24898333638265,"P01625"
"DLST",-1.16352408563637,16.0233884580769,-5.12165663125026,2.79884429014068e-05,0.00017524731295024,2.21552819515939,"DLST"
"SET",10.1674217332727,11.5075355734615,5.12077009374803,2.80522700850553e-05,0.00017524731295024,2.21327510463674,"SET"
"GPD2",9.11514674963635,10.2548763157692,5.12052207961436,2.80701523391784e-05,0.00017524731295024,2.21264478589484,"GPD2"
"MYH9",-1.55850665951515,14.5932369807692,-5.11527937320858,2.84508578920934e-05,0.000177279229079083,2.19932030883796,"MYH9"
"CTNND1",8.57307501327271,9.61177614807692,5.09235551446072,3.01775131762066e-05,0.000187174265797893,2.14105154515163,"CTNND1"
"MYL12",-1.74925373957577,15.8136536611538,-5.09195554562167,3.02085576536053e-05,0.000187174265797893,2.14003478935505,"MYL12"
"SCRIB",9.09571851866665,6.26091531461539,5.09188730127131,3.02138578009687e-05,0.000187174265797893,2.1398613059152,"SCRIB"
"PRPF19",9.254153364,10.5198705030769,5.07705759702741,3.13880816967406e-05,0.000194073900124934,2.10216061498695,"PRPF19"
"DIAPH1",8.29988453145453,10.3313231865385,5.0735929004105,3.1668972539535e-05,0.000195434101691092,2.09335190307731,"DIAPH1"
"LETM1",9.23313415412119,10.4940458703846,5.07023411009287,3.19436918706237e-05,0.000196751069506395,2.08481223475455,"LETM1"
"CIRBP",8.88923796648485,10.0954219473077,5.06868492452603,3.20712083940271e-05,0.000197158060797764,2.08087338614327,"CIRBP"
"SUGT1",9.04847851733332,10.3026448276923,5.0595924505511,3.28300207914423e-05,0.000201436972695484,2.05775464040438,"SUGT1"
"ACOT1",-1.22569874751517,15.6221206453846,-5.05751289839299,3.30060928276791e-05,0.000202130824206149,2.0524669162814,"ACOT1"
"POLR2B",8.22034570539393,9.372453995,5.05029195574395,3.36248873181196e-05,0.00020552812076923,2.03410549298493,"POLR2B"
"YARS",8.87990577254545,10.1209284365385,5.04107628036964,3.44316020740116e-05,0.000210058956379283,2.01067062202117,"YARS"
"LAP3",-1.29146004539395,15.4504018996154,-5.03972054016037,3.45519115381784e-05,0.00021039294900572,2.00722294876003,"LAP3"
"YWHAG",-1.05653291703031,16.034520295,-5.03816489710856,3.46904815947309e-05,0.000210836658025552,2.0032668839819,"YWHAG"
"TRIM28",1.16439029939393,15.6653029015385,5.03617815150483,3.48682655413932e-05,0.000211247763419146,1.99821445409102,"TRIM28"
"SEPTIN7",-1.16633878315152,14.9634907723077,-5.03565272093189,3.49154367394621e-05,0.000211247763419146,1.99687823828916,"SEPTIN7"
"CYTH3",9.07624930151514,10.3600572557692,5.03520576738609,3.49556130805754e-05,0.000211247763419146,1.99574159316663,"CYTH3"
"PHGDH",-1.47752525315152,15.7920046465385,-5.03212790541236,3.52335454044018e-05,0.0002125271563961,1.98791421880548,"PHGDH"
"XPO5",9.57217635539393,6.64268945307692,5.0283001414414,3.55822971510512e-05,0.00021422812674995,1.97817956061643,"XPO5"
"TAX1BP3",10.223780810303,7.10916479923077,5.00829616245804,3.74621641073925e-05,0.000225123753971203,1.92730276563839,"TAX1BP3"
"DMTN",-10.7305723328485,5.41673621076923,-5.00163110078855,3.81104391198308e-05,0.00022859140025334,1.91035016712099,"DMTN"
"FECH",8.66916393436362,9.947863585,4.98532357447598,3.97445459151807e-05,0.000237948223585476,1.86886984933044,"FECH"
"TPM3",-1.42302674096971,17.2219486076923,-4.97950139464339,4.03448711864143e-05,0.00024064440824759,1.85405972147453,"TPM3"
"EDC4",9.34553911587879,6.51233730769231,4.97521989403047,4.07921448979241e-05,0.000242860840403411,1.84316848512888,"EDC4"
"TRIM33",8.08686170763635,5.63022123538462,4.97371853902111,4.09501636986089e-05,0.000243350139460807,1.83934931559281,"TRIM33"
"CHD4",8.89251986672725,10.2007234803846,4.9721518687916,4.11157129424195e-05,0.000243882297286921,1.83536397556289,"CHD4"
"RABEP1",10.2595141450303,8.15897360192308,4.96694179844736,4.16711114385124e-05,0.000246720657944993,1.82211030470358,"RABEP1"
"HSD17B4",8.76406696696969,10.0265522273077,4.96548389455026,4.18278711145605e-05,0.000247192704247927,1.81840156756103,"HSD17B4"
"GNPDA2",9.08802487024242,7.37980702038462,4.96376438979886,4.20135209777215e-05,0.000247833435326302,1.81402732731927,"GNPDA2"
"HPR",-8.82367906818182,3.73309499038462,-4.95886437204369,4.25471157935988e-05,0.000250520540516805,1.80156207399839,"HPR"
"P01702;P06316",-10.4017206761818,6.21810116038462,-4.94597786741771,4.39831414632588e-05,0.000258501650101827,1.76877906279138,"P01702;P06316"
"RPL18A",8.2881779200606,10.439174925,4.93862363624417,4.48243929384943e-05,0.000262964308847583,1.7500696085506,"RPL18A"
"PRMT1",9.07456511969695,10.4686207042308,4.93537418561146,4.52012288823118e-05,0.000264691137743319,1.74180279124783,"PRMT1"
"RPRD2",9.22982393545453,6.46655058884615,4.93430641795123,4.53257503379313e-05,0.000264845503792845,1.73908630906505,"RPRD2"
"DCN",-9.91908906769697,9.45335083115385,-4.93373393627908,4.53926541246696e-05,0.000264845503792845,1.73762987004055,"DCN"
"IPO4",9.22257404757575,7.50895058576923,4.9302265151641,4.58047243984299e-05,0.000266764719772344,1.72870668056632,"IPO4"
"API5",9.11649466066666,10.5156640203846,4.92838538209763,4.60225320962642e-05,0.00026754765488571,1.7240226553094,"API5"
"IFIT3",9.77776671030303,9.40147092230769,4.92186423399818,4.68023913131017e-05,0.000270981880387485,1.70743210855373,"IFIT3"
"AP2A1",9.6844581610909,8.52385743153846,4.92133213296267,4.68666075459813e-05,0.000270981880387485,1.70607837645156,"AP2A1"
"PPP2R1B",9.72691217515151,6.81954439923077,4.91839877266849,4.72222098776605e-05,0.000272546891182397,1.69861552316967,"PPP2R1B"
"CHRAC1",9.51852001327272,10.9633529465385,4.90462670659254,4.89283234391021e-05,0.000281886875971416,1.66357731382209,"CHRAC1"
"DCAF8",8.64486489351514,8.29682771576923,4.9018973952874,4.92737157845944e-05,0.000283368017836494,1.65663349853244,"DCAF8"
"COPS8",9.44872832048485,10.9380957238462,4.89773098953777,4.98056982771398e-05,0.00028591500137986,1.64603346696003,"COPS8"
"PPP4R3A",10.3468014592727,7.28193094692308,4.89446377612774,5.02268995116953e-05,0.000287818072380411,1.6377211247164,"PPP4R3A"
"UBE2L6",8.98984429684846,10.4133016146154,4.89268603551827,5.04575819279408e-05,0.000288624564004923,1.63319825189232,"UBE2L6"
"ACAA1",8.74473569146666,9.083395562,4.89042607313028,5.07523744115095e-05,0.000289794251755399,1.62744852577199,"ACAA1"
"ARF6",8.96057038533331,10.3845091876923,4.88465505247185,5.15130227952946e-05,0.00029361508019556,1.61276608499919,"ARF6"
"CNOT2",9.93095768412121,6.99363973846154,4.88364755156104,5.16469848328568e-05,0.000293715511406221,1.6102028370671,"CNOT2"
"ECHS1",-1.19794982436365,15.1485101476923,-4.88314677709095,5.1713700200846e-05,0.000293715511406221,1.60892878489844,"ECHS1"
"PPIH",9.06316890636363,10.4828577457692,4.88224044442407,5.18346658501113e-05,0.000293882407620154,1.60662292707053,"PPIH"
"BAP18",9.3843926031515,10.8202282138462,4.87972991262569,5.21712244881628e-05,0.000295268887799849,1.60023573109739,"BAP18"
"BABAM2",9.85798339103029,6.95008928384615,4.87603910853362,5.26699956905657e-05,0.000297566929878566,1.59084575074367,"BABAM2"
"WNK1",8.9140680930909,6.28178909307692,4.86902408122404,5.3631230429046e-05,0.000302465058781738,1.57299850571076,"WNK1"
"ZAP70",8.88913172630302,10.2843829130769,4.86372856974259,5.43684932596247e-05,0.000306085078719537,1.55952604389606,"ZAP70"
"OPA1",10.2877729282424,7.24839692153846,4.85697241863069,5.53238974929018e-05,0.000310918366120354,1.54233766341421,"OPA1"
"ANP32E",9.79910408133332,11.3269472276923,4.85374978826397,5.57855343658326e-05,0.000312303180146351,1.53413900555809,"ANP32E"
"TMX3",9.70158141375758,6.85067983115385,4.85373201448948,5.57880911199016e-05,0.000312303180146351,1.53409378762084,"TMX3"
"RAD23A",9.92352078551514,7.01398051730769,4.85252589481099,5.59618661943045e-05,0.000312303180146351,1.53102532371656,"RAD23A"
"CHMP4B",8.6157874509697,6.07080558269231,4.85186779724135,5.60569123603297e-05,0.000312303180146351,1.52935107420024,"CHMP4B"
"HCFC1",8.99911614733332,10.4517249073077,4.85108823180912,5.61697111964956e-05,0.000312389260363179,1.52736780393469,"HCFC1"
"ARID1A",9.7175298851515,6.85646807961538,4.85009679120322,5.63134962608248e-05,0.000312647075261223,1.52484551220161,"ARID1A"
"RBM8A",9.87794471660605,9.59006153230769,4.84159964988652,5.75610501092815e-05,0.000319021433161804,1.50322841763103,"RBM8A"
"NIPBL",8.10545505345454,5.72276039384615,4.84066805538689,5.76995029183562e-05,0.000319237422181043,1.50085842511416,"NIPBL"
"PDE6D",10.2626708585454,7.26963762461538,4.83566033452362,5.84494912406487e-05,0.000322830322532257,1.4881187864513,"PDE6D"
"GSK3A",9.17716832860605,6.49687835230769,4.83371170182187,5.87439670964485e-05,0.000323899296241415,1.48316150906056,"GSK3A"
"LYAR",9.72963328266666,6.89497294076923,4.83187760830755,5.90224933434073e-05,0.000324876811559167,1.478495639902,"LYAR"
"JPT1",9.06104839793938,10.5638619846154,4.82032020401329,6.08083366437482e-05,0.000333562311606475,1.44909457255606,"JPT1"
"NELFE",8.65240614775758,6.14040133846154,4.81239652773408,6.20639158714313e-05,0.000339868781623589,1.42893802694651,"NELFE"
"STAT2",8.86010682684847,6.27907035423077,4.80648112284851,6.3018186965271e-05,0.000344506579167896,1.41389056742954,"STAT2"
"NUDT3",9.18063617442423,6.52118940076923,4.8049267645122,6.32713673351435e-05,0.000345302411187883,1.40993668531512,"NUDT3"
"CRYAB",-9.24847915253333,11.3465671204615,-4.79655793504461,6.46521493485092e-05,0.000352238959693321,1.38864899139609,"CRYAB"
"PWP1",9.3266762029697,7.74042092884615,4.79396771858739,6.50856040569264e-05,0.000353999497319791,1.38206044014266,"PWP1"
"NECTIN1",9.55729439806059,6.74385784846154,4.7913661746322,6.55238870209788e-05,0.000355780293486161,1.37544315186603,"NECTIN1"
"RNASEH2B",9.11637543648484,6.47321611538462,4.79009025497816,6.57399218213153e-05,0.000355862313975165,1.3721977505434,"RNASEH2B"
"UBQLN2",9.25444052648483,10.8338512719231,4.78996727057184,6.57607828567382e-05,0.000355862313975165,1.37188493109984,"UBQLN2"
